1	0.4543	295
2	0.4977	592
3	0.5370	889
4	0.5563	1186
5	0.6003	1483
6	0.5737	1780
7	0.6080	2077
8	0.5490	2374
9	0.6077	2670
10	0.6073	2967
11	0.6130	3264
12	0.6293	3561
13	0.5927	3858
14	0.6303	4155
15	0.6120	4452
16	0.6623	4749
17	0.6490	5045
18	0.6337	5342
19	0.6780	5639
20	0.6297	5936
21	0.6463	6233
22	0.6463	6530
23	0.6800	6827
24	0.6403	7124
25	0.6943	7420
26	0.6937	7717
27	0.6677	8014
28	0.6603	8311
29	0.6810	8608
30	0.6743	8905
31	0.6343	9202
32	0.6840	9499
33	0.6517	9795
34	0.6913	10092
35	0.6780	10389
36	0.6997	10686
37	0.7070	10983
38	0.6807	11280
39	0.7237	11577
40	0.6890	11874
41	0.6617	12170
42	0.7080	12467
43	0.6470	12764
44	0.6990	13061
45	0.6987	13358
46	0.6897	13655
47	0.7120	13952
48	0.7213	14249
49	0.7137	14545
50	0.6887	14842
51	0.7347	15139
52	0.6627	15436
53	0.6793	15733
54	0.6870	16030
55	0.7027	16327
56	0.6953	16624
57	0.6983	16920
58	0.7030	17217
59	0.6943	17514
60	0.7010	17811
61	0.6957	18108
62	0.7233	18405
63	0.7093	18702
64	0.7550	18999
65	0.7187	19295
66	0.7583	19592
67	0.7010	19889
68	0.7310	20186
69	0.7333	20483
70	0.7133	20780
71	0.7357	21077
72	0.7707	21374
73	0.7407	21670
74	0.7337	21967
75	0.7650	22264
76	0.7373	22561
77	0.7513	22858
78	0.7463	23155
79	0.7457	23452
80	0.7590	23749
81	0.7160	24045
82	0.7363	24342
83	0.7540	24639
84	0.7113	24936
85	0.7710	25233
86	0.7413	25530
87	0.7173	25827
88	0.7720	26124
89	0.7303	26420
90	0.7660	26717
91	0.8067	27014
92	0.7453	27311
93	0.7517	27608
94	0.7927	27905
95	0.7677	28202
96	0.7397	28499
97	0.7587	28795
98	0.7467	29092
99	0.7477	29389
100	0.7597	29686
101	0.7697	29983
102	0.7590	30280
103	0.7293	30577
104	0.7537	30874
105	0.7743	31170
106	0.7777	31467
107	0.7363	31764
108	0.7863	32061
109	0.7353	32358
110	0.7630	32655
111	0.7913	32952
112	0.7803	33249
113	0.7343	33545
114	0.7873	33842
115	0.7863	34139
116	0.7857	34436
117	0.7743	34733
118	0.8007	35030
119	0.7850	35327
120	0.7830	35624
121	0.7283	35920
122	0.7977	36217
123	0.8110	36514
124	0.7823	36811
125	0.7793	37108
126	0.7580	37405
127	0.8273	37702
128	0.7550	37999
129	0.7800	38295
130	0.7800	38592
131	0.7690	38889
132	0.8020	39186
133	0.7920	39483
134	0.7887	39780
135	0.7963	40077
136	0.7987	40374
137	0.7697	40670
138	0.7437	40967
139	0.7803	41264
140	0.7803	41561
141	0.7953	41858
142	0.7973	42155
143	0.7907	42452
144	0.8060	42749
145	0.8203	43045
146	0.8010	43342
147	0.8053	43639
148	0.8023	43936
149	0.7853	44233
150	0.7843	44530
151	0.7980	44827
152	0.8150	45124
153	0.7510	45420
154	0.8127	45717
155	0.8210	46014
156	0.8383	46311
157	0.8067	46608
158	0.7920	46905
159	0.8207	47202
160	0.7800	47499
161	0.7917	47795
162	0.8013	48092
163	0.7963	48389
164	0.7913	48686
165	0.7797	48983
166	0.8073	49280
167	0.7993	49577
168	0.8107	49874
169	0.7997	50170
170	0.8270	50467
171	0.8113	50764
172	0.8057	51061
173	0.7820	51358
174	0.8137	51655
175	0.7893	51952
176	0.8163	52249
177	0.8087	52545
178	0.8167	52842
179	0.7817	53139
180	0.7870	53436
181	0.8357	53733
182	0.8213	54030
183	0.8193	54327
184	0.8293	54624
185	0.8077	54920
186	0.8240	55217
187	0.8330	55514
188	0.7843	55811
189	0.8293	56108
190	0.8237	56405
191	0.8410	56702
192	0.8157	56999
193	0.8170	57295
194	0.8390	57592
195	0.7923	57889
196	0.8407	58186
197	0.7987	58483
198	0.7913	58780
199	0.8207	59077
200	0.8140	59374
201	0.8290	59670
202	0.8373	59967
203	0.8140	60264
204	0.8140	60561
205	0.8117	60858
206	0.8317	61155
207	0.8327	61452
208	0.8417	61749
209	0.8527	62045
210	0.8240	62342
211	0.8403	62639
212	0.8453	62936
213	0.8070	63233
214	0.8577	63530
215	0.8453	63827
216	0.8340	64124
217	0.8660	64420
218	0.8553	64717
219	0.8203	65014
220	0.7997	65311
221	0.7920	65608
222	0.7967	65905
223	0.8217	66202
224	0.8327	66499
225	0.8387	66795
226	0.8320	67092
227	0.8310	67389
228	0.8230	67686
229	0.8273	67983
230	0.8523	68280
231	0.8490	68577
232	0.8623	68874
233	0.8233	69170
234	0.8240	69467
235	0.8600	69764
236	0.8550	70061
237	0.8130	70358
238	0.8280	70655
239	0.8227	70952
240	0.8503	71249
241	0.8210	71545
242	0.8140	71842
243	0.8470	72139
244	0.8293	72436
245	0.8367	72733
246	0.8273	73030
247	0.8503	73327
248	0.8290	73624
249	0.8293	73920
250	0.8440	74217
251	0.8467	74514
252	0.8407	74811
253	0.8360	75108
254	0.8403	75405
255	0.8270	75702
256	0.8207	75999
257	0.8430	76295
258	0.8453	76592
259	0.8517	76889
260	0.8493	77186
261	0.8537	77483
262	0.8133	77780
263	0.8467	78077
264	0.8280	78374
265	0.8260	78670
266	0.8313	78967
267	0.8537	79264
268	0.8447	79561
269	0.8247	79858
270	0.8557	80155
271	0.8440	80452
272	0.8453	80749
273	0.8630	81045
274	0.8370	81342
275	0.8533	81639
276	0.8377	81936
277	0.8530	82233
278	0.8503	82530
279	0.8483	82827
280	0.8250	83124
281	0.8833	83420
282	0.8387	83717
283	0.8610	84014
284	0.8580	84311
285	0.8327	84608
286	0.8410	84905
287	0.8543	85202
288	0.8497	85499
289	0.8570	85795
290	0.8613	86092
291	0.8610	86389
292	0.8470	86686
293	0.8363	86983
294	0.8800	87280
295	0.8133	87577
296	0.8727	87874
297	0.8387	88170
298	0.8660	88467
299	0.8637	88764
300	0.8563	89061
301	0.8613	89358
302	0.8383	89655
303	0.8730	89952
304	0.8587	90249
305	0.8550	90545
306	0.8813	90842
307	0.8630	91139
308	0.8400	91436
309	0.8507	91733
310	0.8383	92030
311	0.8833	92327
312	0.8757	92624
313	0.8747	92920
314	0.8653	93217
315	0.8700	93514
316	0.8683	93811
317	0.8250	94108
318	0.8473	94405
319	0.8577	94702
320	0.8597	94999
321	0.8980	95295
322	0.8717	95592
323	0.8783	95889
324	0.8623	96186
325	0.8597	96483
326	0.8897	96780
327	0.8430	97077
328	0.8203	97374
329	0.8677	97670
330	0.8410	97967
331	0.8927	98264
332	0.8507	98561
333	0.8867	98858
334	0.8923	99155
335	0.8730	99452
336	0.8810	99749
337	0.8450	100045
338	0.8460	100342
339	0.8507	100639
340	0.8680	100936
341	0.8930	101233
342	0.8713	101530
343	0.8667	101827
344	0.8510	102124
345	0.8610	102420
346	0.8843	102717
347	0.8740	103014
348	0.8753	103311
349	0.8763	103608
350	0.8607	103905
351	0.8710	104202
352	0.8820	104499
353	0.8693	104795
354	0.8747	105092
355	0.8200	105389
356	0.8510	105686
357	0.8680	105983
358	0.8657	106280
359	0.8657	106577
360	0.8580	106874
361	0.8917	107170
362	0.8803	107467
363	0.8667	107764
364	0.8790	108061
365	0.8780	108358
366	0.8880	108655
367	0.8663	108952
368	0.8653	109249
369	0.8657	109545
370	0.8683	109842
371	0.8753	110139
372	0.8653	110436
373	0.8737	110733
374	0.8663	111030
375	0.8883	111327
376	0.8817	111624
377	0.8723	111920
378	0.8980	112217
379	0.8893	112514
380	0.8967	112811
381	0.8780	113108
382	0.8987	113405
383	0.8970	113702
384	0.8527	113999
385	0.8937	114295
386	0.8590	114592
387	0.8907	114889
388	0.8843	115186
389	0.8750	115483
390	0.8757	115780
391	0.8930	116077
392	0.8797	116374
393	0.8833	116670
394	0.8970	116967
395	0.8773	117264
396	0.8770	117561
397	0.8820	117858
398	0.9073	118155
399	0.9007	118452
400	0.8697	118749
