0	0.1060
1	0.1903
2	0.1927
3	0.1317
4	0.1620
5	0.1953
6	0.1780
7	0.1863
8	0.1960
9	0.2187
10	0.2007
11	0.2277
12	0.2017
13	0.2003
14	0.2360
15	0.2260
16	0.2623
17	0.1873
18	0.2767
19	0.2417
20	0.2790
21	0.2813
22	0.3017
23	0.2943
24	0.3033
25	0.3053
26	0.3250
27	0.3003
28	0.2907
29	0.3190
30	0.3057
31	0.3653
32	0.3167
33	0.3547
34	0.3133
35	0.4097
36	0.3427
37	0.3993
38	0.3517
39	0.3877
40	0.3663
41	0.3917
42	0.3987
43	0.3977
44	0.3993
45	0.4173
46	0.3933
47	0.4613
48	0.4027
49	0.5343
50	0.4327
51	0.5400
52	0.4643
53	0.5717
54	0.5293
55	0.6203
56	0.5553
57	0.6453
58	0.6053
59	0.6487
60	0.6437
61	0.6723
62	0.6447
63	0.7033
64	0.6837
65	0.7057
66	0.7073
67	0.7200
68	0.7273
69	0.7050
70	0.7367
71	0.7087
72	0.7307
73	0.7323
74	0.7287
75	0.7537
76	0.7303
77	0.7677
78	0.7403
79	0.7613
80	0.7537
81	0.7643
82	0.7770
83	0.7653
84	0.7713
85	0.7800
86	0.7673
87	0.7830
88	0.7643
89	0.7840
90	0.7687
91	0.7870
92	0.7680
93	0.7910
94	0.7787
95	0.7900
96	0.7883
97	0.7900
98	0.7910
99	0.7963
100	0.7903
101	0.7740
102	0.7773
103	0.7893
104	0.7893
105	0.7920
106	0.7763
107	0.7930
108	0.7933
109	0.8013
110	0.7950
111	0.7833
112	0.7880
113	0.7843
114	0.7960
115	0.7870
116	0.7907
117	0.7847
118	0.7880
119	0.7850
120	0.7980
121	0.7940
122	0.7940
123	0.7930
124	0.7990
125	0.7990
126	0.7883
127	0.8010
128	0.7920
129	0.8020
130	0.7990
131	0.8023
132	0.7900
133	0.8003
134	0.7960
135	0.8030
136	0.7890
137	0.7930
138	0.8050
139	0.7930
140	0.7903
141	0.7940
142	0.7900
143	0.7950
144	0.8020
145	0.7970
146	0.8030
147	0.7980
148	0.7963
149	0.7940
150	0.7990
151	0.8010
152	0.7950
153	0.7990
154	0.8010
155	0.7970
156	0.7960
157	0.7990
158	0.7930
159	0.7960
160	0.7950
161	0.7970
162	0.7990
163	0.7910
164	0.8030
165	0.8000
166	0.7960
167	0.7990
168	0.7970
169	0.7970
170	0.7950
171	0.7950
172	0.7970
173	0.7960
174	0.8010
175	0.8030
176	0.7970
177	0.8010
178	0.7970
179	0.8030
180	0.8010
181	0.8020
182	0.8010
183	0.8020
184	0.7970
185	0.8030
186	0.7990
187	0.7990
188	0.7990
189	0.7970
190	0.7990
191	0.7970
192	0.8010
193	0.7990
194	0.7990
195	0.7970
196	0.7990
197	0.7970
198	0.7980
199	0.7970
